date,city,temperature_celsius,humidity_percent,precipitation_mm,weather_condition
2023-08-16,Edinburgh,11.9,84.6,0.0,Cloudy
2023-08-17,Edinburgh,9.9,83.7,2.6,Rainy
2023-08-18,Edinburgh,9.8,71.2,8.7,Snowy
2023-08-19,Edinburgh,8.8,60.4,6.2,Snowy
2023-08-20,Edinburgh,9.6,60.9,10.1,Rainy
2023-08-21,Edinburgh,10.4,65.2,5.1,Rainy
2023-08-22,Edinburgh,11.4,61.3,7.3,Snowy
2023-08-23,Edinburgh,5.8,75.8,0.3,Rainy
2023-08-24,Edinburgh,7.1,88.7,12.6,Snowy
2023-08-25,Edinburgh,15.7,89.0,1.0,Sunny
2023-08-26,Edinburgh,9.4,90.4,0.2,Foggy
2023-08-27,Edinburgh,9.4,67.1,0.0,Sunny
2023-08-28,Edinburgh,7.5,80.7,8.2,Snowy
2023-08-29,Edinburgh,13.1,83.7,0.0,Cloudy
2023-08-30,Edinburgh,11.8,89.8,0.0,Rainy
2023-08-31,Edinburgh,3.7,63.6,1.2,Overcast
2023-09-01,Edinburgh,2.4,71.0,8.5,Snowy
2023-09-02,Edinburgh,6.3,82.2,0.5,Snowy
2023-09-03,Edinburgh,5.7,70.9,0.0,Cloudy
2023-09-04,Edinburgh,2.9,74.5,8.5,Snowy
2023-09-05,Edinburgh,2.4,65.8,0.0,Overcast
2023-09-06,Edinburgh,7.0,88.6,0.3,Sunny
2023-09-07,Edinburgh,6.5,65.3,10.8,Heavy Rain
2023-09-08,Edinburgh,5.3,70.2,6.8,Heavy Rain
2023-09-09,Edinburgh,7.7,90.5,3.2,Cloudy
2023-09-10,Edinburgh,-0.9,75.0,1.5,Rainy
2023-09-11,Edinburgh,6.2,88.4,0.0,Foggy
2023-09-12,Edinburgh,6.9,66.5,1.2,Cloudy
2023-09-13,Edinburgh,4.5,64.2,0.6,Sunny
2023-09-14,Edinburgh,7.4,68.6,3.5,Sunny
2023-09-15,Edinburgh,9.9,80.0,9.6,Rainy
2023-09-16,Edinburgh,5.9,60.3,2.1,Foggy
2023-09-17,Edinburgh,8.7,72.1,0.0,Rainy
2023-09-18,Edinburgh,6.5,79.4,0.0,Foggy
2023-09-19,Edinburgh,4.0,78.2,5.1,Heavy Rain
2023-09-20,Edinburgh,8.8,84.1,7.5,Heavy Rain
2023-09-21,Edinburgh,6.8,60.6,1.1,Sunny
2023-09-22,Edinburgh,6.7,87.1,0.0,Rainy
2023-09-23,Edinburgh,6.2,66.4,7.8,Heavy Rain
2023-09-24,Edinburgh,7.8,71.3,6.2,Snowy
2023-09-25,Edinburgh,2.5,83.8,3.9,Foggy
2023-09-26,Edinburgh,7.3,69.8,1.3,Sunny
2023-09-27,Edinburgh,5.2,91.7,12.3,Heavy Rain
2023-09-28,Edinburgh,6.7,90.2,12.1,Snowy
2023-09-29,Edinburgh,1.7,75.7,8.1,Snowy
2023-09-30,Edinburgh,4.4,76.7,5.5,Heavy Rain
2023-10-01,Edinburgh,-1.9,67.7,3.1,Snowy
2023-10-02,Edinburgh,3.0,79.8,0.1,Rainy
2023-10-03,Edinburgh,-5.2,73.7,0.5,Sunny
2023-10-04,Edinburgh,1.9,66.2,0.0,Cloudy
2023-10-05,Edinburgh,0.2,66.2,0.0,Cloudy
2023-10-06,Edinburgh,-6.1,62.1,3.9,Snowy
2023-10-07,Edinburgh,-3.2,63.0,5.1,Rainy
2023-10-08,Edinburgh,4.7,62.5,1.3,Cloudy
2023-10-09,Edinburgh,-3.4,65.9,0.0,Overcast
2023-10-10,Edinburgh,-1.6,93.1,2.0,Foggy
2023-10-11,Edinburgh,0.7,87.6,0.0,Foggy
2023-10-12,Edinburgh,0.3,78.9,3.4,Snowy
2023-10-13,Edinburgh,-4.8,90.2,0.0,Foggy
2023-10-14,Edinburgh,0.1,93.3,2.1,Cloudy
2023-10-15,Edinburgh,-1.5,93.3,5.3,Heavy Rain
2023-10-16,Edinburgh,-1.7,81.8,5.7,Heavy Rain
2023-10-17,Edinburgh,-3.4,82.8,0.5,Rainy
2023-10-18,Edinburgh,-3.1,63.9,3.0,Cloudy
2023-10-19,Edinburgh,1.8,88.9,2.1,Snowy
2023-10-20,Edinburgh,-4.5,62.1,4.5,Sunny
2023-10-21,Edinburgh,2.6,65.3,6.4,Heavy Rain
2023-10-22,Edinburgh,-1.8,91.1,0.0,Foggy
2023-10-23,Edinburgh,-2.9,69.0,8.7,Heavy Rain
2023-10-24,Edinburgh,1.9,65.4,5.0,Sunny
2023-10-25,Edinburgh,-2.6,73.6,2.2,Snowy
2023-10-26,Edinburgh,-1.9,67.7,3.2,Foggy
2023-10-27,Edinburgh,0.7,62.1,3.2,Foggy
2023-10-28,Edinburgh,2.2,91.9,4.0,Cloudy
2023-10-29,Edinburgh,1.2,85.8,0.0,Rainy
2023-10-30,Edinburgh,-2.3,85.9,3.1,Rainy
2023-10-31,Edinburgh,9.3,85.8,0.0,Overcast
2023-11-01,Edinburgh,-5.5,94.9,2.6,Cloudy
2023-11-02,Edinburgh,-7.3,92.4,0.0,Cloudy
2023-11-03,Edinburgh,-5.0,76.5,1.7,Foggy
2023-11-04,Edinburgh,-7.3,90.9,0.0,Foggy
2023-11-05,Edinburgh,-6.4,80.1,0.0,Overcast
2023-11-06,Edinburgh,-1.2,79.0,0.0,Foggy
2023-11-07,Edinburgh,-3.7,90.3,5.2,Rainy
2023-11-08,Edinburgh,-2.7,90.2,1.1,Foggy
2023-11-09,Edinburgh,-6.1,90.2,12.7,Heavy Rain
2023-11-10,Edinburgh,1.1,60.3,10.5,Snowy
2023-11-11,Edinburgh,-5.5,82.0,2.2,Cloudy
2023-11-12,Edinburgh,-1.8,64.1,0.1,Foggy
2023-11-13,Edinburgh,-0.8,73.9,0.3,Cloudy
2023-11-14,Edinburgh,-4.6,77.2,0.0,Overcast
2023-11-15,Edinburgh,-6.7,83.4,3.8,Cloudy
2023-11-16,Edinburgh,-6.3,81.6,0.0,Sunny
2023-11-17,Edinburgh,-7.1,85.0,2.7,Overcast
2023-11-18,Edinburgh,0.8,66.1,0.0,Overcast
2023-11-19,Edinburgh,-3.1,86.1,1.1,Foggy
2023-11-20,Edinburgh,-0.2,72.9,0.0,Overcast
2023-11-21,Edinburgh,-6.3,62.9,0.0,Cloudy
2023-11-22,Edinburgh,-5.9,93.3,9.4,Rainy
2023-11-23,Edinburgh,0.2,90.3,2.7,Cloudy
2023-11-24,Edinburgh,1.4,92.5,7.8,Snowy
2023-11-25,Edinburgh,-6.8,64.8,1.4,Rainy
2023-11-26,Edinburgh,-5.2,64.8,16.1,Rainy
2023-11-27,Edinburgh,-2.5,82.6,8.8,Snowy
2023-11-28,Edinburgh,-7.2,68.5,9.1,Heavy Rain
2023-11-29,Edinburgh,-4.9,78.8,2.9,Overcast
2023-11-30,Edinburgh,-2.6,73.3,0.0,Overcast
2023-12-01,Edinburgh,-5.1,65.5,0.0,Rainy
2023-12-02,Edinburgh,-7.8,87.8,5.8,Heavy Rain
2023-12-03,Edinburgh,-2.5,94.0,0.0,Overcast
2023-12-04,Edinburgh,-6.4,91.3,0.8,Overcast
2023-12-05,Edinburgh,-1.0,62.5,11.7,Heavy Rain
2023-12-06,Edinburgh,-6.3,63.5,0.0,Snowy
2023-12-07,Edinburgh,-9.0,66.2,0.0,Cloudy
2023-12-08,Edinburgh,0.9,67.6,7.4,Heavy Rain
2023-12-09,Edinburgh,-8.6,70.4,7.0,Heavy Rain
2023-12-10,Edinburgh,-7.2,80.1,0.0,Sunny
2023-12-11,Edinburgh,-2.8,67.5,0.0,Snowy
2023-12-12,Edinburgh,-3.8,63.2,2.9,Foggy
2023-12-13,Edinburgh,-2.4,85.8,0.0,Overcast
2023-12-14,Edinburgh,-4.4,67.9,1.2,Foggy
2023-12-15,Edinburgh,-6.1,64.4,0.0,Snowy
2023-12-16,Edinburgh,-8.0,71.9,8.1,Heavy Rain
2023-12-17,Edinburgh,-4.6,60.1,5.2,Snowy
2023-12-18,Edinburgh,-4.8,91.4,6.6,Snowy
2023-12-19,Edinburgh,-8.0,67.8,6.5,Heavy Rain
2023-12-20,Edinburgh,-3.8,68.2,0.0,Overcast
2023-12-21,Edinburgh,-7.3,88.4,0.0,Foggy
2023-12-22,Edinburgh,-8.1,75.9,0.0,Overcast
2023-12-23,Edinburgh,-0.9,83.4,2.0,Foggy
2023-12-24,Edinburgh,-3.9,62.7,0.0,Sunny
2023-12-25,Edinburgh,-4.3,67.0,0.0,Cloudy
2023-12-26,Edinburgh,-7.7,72.2,1.2,Overcast
2023-12-27,Edinburgh,-6.6,61.2,0.0,Overcast
2023-12-28,Edinburgh,-7.8,60.0,10.3,Heavy Rain
2023-12-29,Edinburgh,-8.4,91.6,7.8,Rainy
2023-12-30,Edinburgh,-4.7,81.6,7.9,Snowy
2023-12-31,Edinburgh,-1.8,94.1,1.8,Foggy
2023-01-01,Cardiff,-4.0,72.6,0.0,Rainy
2023-01-02,Cardiff,1.4,66.1,0.0,Overcast
2023-01-03,Cardiff,-2.5,90.9,1.0,Overcast
2023-01-04,Cardiff,-2.3,93.5,2.6,Overcast
2023-01-05,Cardiff,-7.5,67.1,12.5,Heavy Rain
2023-01-06,Cardiff,-2.1,71.4,0.0,Cloudy
2023-01-07,Cardiff,2.4,62.6,0.1,Foggy
2023-01-08,Cardiff,-5.2,89.5,5.6,Heavy Rain
2023-01-09,Cardiff,-2.7,65.3,0.0,Snowy
2023-01-10,Cardiff,-4.1,93.8,11.1,Snowy
2023-01-11,Cardiff,-4.6,82.0,0.0,Snowy
2023-01-12,Cardiff,-4.3,77.8,0.0,Sunny
2023-01-13,Cardiff,-5.1,72.1,0.0,Rainy
2023-01-14,Cardiff,-1.3,63.5,4.0,Sunny
2023-01-15,Cardiff,-11.3,83.9,1.9,Sunny
2023-01-16,Cardiff,-9.6,79.4,0.8,Rainy
2023-01-17,Cardiff,0.6,81.9,0.3,Cloudy
2023-01-18,Cardiff,-5.2,80.7,2.1,Foggy
2023-01-19,Cardiff,-3.8,89.9,0.0,Snowy
2023-01-20,Cardiff,-1.2,72.2,0.0,Overcast
2023-01-21,Cardiff,-2.3,85.2,2.7,Rainy
2023-01-22,Cardiff,-5.4,60.4,0.0,Rainy
2023-01-23,Cardiff,-4.7,89.1,4.1,Rainy
2023-01-24,Cardiff,-0.7,94.9,0.0,Overcast
2023-01-25,Cardiff,-4.7,83.8,0.0,Snowy
2023-01-26,Cardiff,-6.5,87.9,0.0,Cloudy
2023-01-27,Cardiff,-4.5,63.0,1.0,Overcast
2023-01-28,Cardiff,-5.1,93.7,3.0,Overcast
2023-01-29,Cardiff,-4.8,80.3,1.3,Snowy
2023-01-30,Cardiff,-1.2,64.9,0.2,Rainy
2023-01-31,Cardiff,-1.0,73.8,0.0,Foggy
2023-02-01,Cardiff,1.6,84.9,0.0,Overcast
2023-02-02,Cardiff,-2.7,73.3,8.7,Heavy Rain
2023-02-03,Cardiff,4.9,76.5,0.0,Snowy
2023-02-04,Cardiff,-0.6,79.5,7.5,Rainy
2023-02-05,Cardiff,-4.2,90.1,3.6,Cloudy
2023-02-06,Cardiff,-4.3,94.2,4.5,Foggy
2023-02-07,Cardiff,-2.1,93.3,6.8,Snowy
2023-02-08,Cardiff,3.5,74.5,6.2,Heavy Rain
2023-02-09,Cardiff,-0.8,74.8,4.7,Snowy
2023-02-10,Cardiff,2.0,77.7,2.1,Cloudy
2023-02-11,Cardiff,-0.3,65.0,2.3,Overcast
2023-02-12,Cardiff,-2.3,89.0,0.0,Snowy
2023-02-13,Cardiff,-3.2,91.5,0.0,Overcast
2023-02-14,Cardiff,6.1,68.7,0.0,Foggy
2023-02-15,Cardiff,1.6,92.6,6.5,Rainy
2023-02-16,Cardiff,1.2,92.5,0.0,Overcast
2023-02-17,Cardiff,-4.7,93.8,9.0,Heavy Rain
2023-02-18,Cardiff,-0.6,62.3,3.4,Sunny
2023-02-19,Cardiff,-0.0,80.8,4.2,Snowy
2023-02-20,Cardiff,-2.5,92.1,0.0,Overcast
2023-02-21,Cardiff,3.3,77.0,13.8,Heavy Rain
2023-02-22,Cardiff,3.2,86.1,0.0,Cloudy
2023-02-23,Cardiff,-3.6,91.8,4.3,Foggy
2023-02-24,Cardiff,0.2,64.3,0.0,Cloudy
2023-02-25,Cardiff,-5.1,93.2,10.4,Heavy Rain
2023-02-26,Cardiff,5.1,77.2,7.5,Rainy
2023-02-27,Cardiff,3.7,84.4,1.5,Snowy
2023-02-28,Cardiff,2.5,78.2,1.1,Overcast
2023-03-01,Cardiff,1.7,76.7,0.0,Sunny
2023-03-02,Cardiff,10.8,75.2,7.7,Heavy Rain
2023-03-03,Cardiff,5.6,62.0,2.4,Rainy
2023-03-04,Cardiff,1.2,80.6,3.6,Cloudy
2023-03-05,Cardiff,6.1,78.2,0.2,Cloudy
2023-03-06,Cardiff,5.8,71.5,6.0,Rainy
2023-03-07,Cardiff,4.5,93.1,13.4,Snowy
2023-03-08,Cardiff,1.8,61.0,3.2,Rainy
2023-03-09,Cardiff,2.1,61.2,0.0,Snowy
2023-03-10,Cardiff,-0.0,66.8,0.0,Overcast
2023-03-11,Cardiff,7.4,64.3,1.0,Foggy
2023-03-12,Cardiff,0.7,69.1,8.2,Rainy
2023-03-13,Cardiff,4.4,69.4,10.8,Rainy
2023-03-14,Cardiff,-3.3,85.3,10.3,Rainy
2023-03-15,Cardiff,5.5,74.8,3.3,Sunny
2023-03-16,Cardiff,-0.6,66.6,9.6,Heavy Rain
2023-03-17,Cardiff,3.6,75.5,0.4,Overcast
2023-03-18,Cardiff,8.1,94.1,0.9,Cloudy
2023-03-19,Cardiff,-0.4,82.0,2.2,Rainy
2023-03-20,Cardiff,4.8,73.4,1.6,Cloudy
2023-03-21,Cardiff,3.1,62.2,9.8,Rainy
2023-03-22,Cardiff,3.2,82.4,6.6,Heavy Rain
2023-03-23,Cardiff,4.6,73.3,0.3,Sunny
2023-03-24,Cardiff,4.2,93.1,1.7,Foggy
2023-03-25,Cardiff,4.6,78.0,5.9,Rainy
2023-03-26,Cardiff,9.8,79.6,0.2,Foggy
2023-03-27,Cardiff,7.9,72.7,0.0,Overcast
2023-03-28,Cardiff,0.8,63.1,1.1,Overcast
2023-03-29,Cardiff,1.5,77.5,6.8,Heavy Rain
2023-03-30,Cardiff,-1.5,78.6,4.7,Sunny
2023-03-31,Cardiff,3.7,81.2,5.9,Heavy Rain
2023-04-01,Cardiff,7.0,74.3,6.4,Heavy Rain
2023-04-02,Cardiff,15.2,82.2,2.7,Rainy
2023-04-03,Cardiff,7.3,71.7,0.7,Rainy
2023-04-04,Cardiff,0.1,73.0,4.0,Sunny
2023-04-05,Cardiff,7.9,82.4,0.0,Sunny
2023-04-06,Cardiff,13.4,73.2,2.2,Rainy
2023-04-07,Cardiff,8.6,60.7,2.9,Foggy
2023-04-08,Cardiff,11.5,62.2,5.7,Snowy
2023-04-09,Cardiff,10.1,89.9,5.6,Snowy
2023-04-10,Cardiff,12.2,91.2,1.7,Overcast
2023-04-11,Cardiff,9.3,85.9,0.0,Foggy
2023-04-12,Cardiff,7.6,66.8,0.0,Snowy
2023-04-13,Cardiff,12.7,85.3,5.7,Rainy
2023-04-14,Cardiff,11.3,76.5,0.0,Sunny
2023-04-15,Cardiff,14.1,69.8,1.2,Cloudy
2023-04-16,Cardiff,9.4,88.0,0.0,Snowy
2023-04-17,Cardiff,7.5,64.6,0.0,Foggy
2023-04-18,Cardiff,8.7,69.2,0.0,Foggy
2023-04-19,Cardiff,9.1,78.8,0.9,Rainy
2023-04-20,Cardiff,5.3,93.2,2.4,Cloudy
2023-04-21,Cardiff,9.7,90.4,4.1,Cloudy
2023-04-22,Cardiff,10.8,68.6,4.4,Overcast
2023-04-23,Cardiff,8.9,65.6,9.6,Rainy
2023-04-24,Cardiff,8.4,63.4,0.0,Overcast
2023-04-25,Cardiff,11.4,69.1,1.4,Sunny
2023-04-26,Cardiff,8.4,85.8,4.6,Sunny
2023-04-27,Cardiff,7.2,73.9,0.0,Snowy
2023-04-28,Cardiff,12.1,68.7,10.2,Heavy Rain
2023-04-29,Cardiff,7.5,89.6,6.8,Heavy Rain
2023-04-30,Cardiff,13.9,83.4,5.6,Snowy
2023-05-01,Cardiff,10.2,75.8,10.5,Snowy
2023-05-02,Cardiff,13.7,78.9,11.5,Rainy
2023-05-03,Cardiff,11.0,86.0,1.5,Cloudy
2023-05-04,Cardiff,8.4,63.2,4.8,Rainy
2023-05-05,Cardiff,10.1,79.3,7.4,Heavy Rain
2023-05-06,Cardiff,12.4,68.8,0.0,Cloudy
2023-05-07,Cardiff,14.4,94.4,5.2,Rainy
2023-05-08,Cardiff,10.5,72.7,3.2,Foggy
2023-05-09,Cardiff,9.3,77.1,8.1,Rainy
2023-05-10,Cardiff,14.1,72.5,5.2,Rainy
2023-05-11,Cardiff,17.8,85.1,1.8,Rainy
2023-05-12,Cardiff,15.3,76.4,3.1,Rainy
2023-05-13,Cardiff,18.3,74.4,0.0,Sunny
2023-05-14,Cardiff,13.4,83.2,0.0,Snowy
2023-05-15,Cardiff,20.0,83.7,7.3,Rainy
2023-05-16,Cardiff,16.9,89.4,3.1,Rainy
2023-05-17,Cardiff,16.0,69.3,2.1,Overcast
2023-05-18,Cardiff,20.7,68.1,0.0,Sunny
2023-05-19,Cardiff,13.6,80.7,0.0,Cloudy
2023-05-20,Cardiff,15.6,81.4,0.4,Rainy
2023-05-21,Cardiff,15.6,66.2,3.2,Overcast
2023-05-22,Cardiff,14.7,66.3,7.2,Snowy
2023-05-23,Cardiff,15.6,69.8,5.2,Snowy
2023-05-24,Cardiff,18.5,62.5,4.7,Snowy
2023-05-25,Cardiff,13.4,74.2,0.0,Rainy
2023-05-26,Cardiff,11.2,80.3,2.2,Overcast
2023-05-27,Cardiff,11.9,81.8,0.7,Foggy
2023-05-28,Cardiff,13.5,81.0,0.7,Snowy
2023-05-29,Cardiff,12.7,76.7,9.1,Rainy
2023-05-30,Cardiff,15.3,88.1,0.0,Sunny
2023-05-31,Cardiff,15.1,65.9,0.0,Partly Cloudy
2023-06-01,Cardiff,15.8,67.2,4.5,Foggy
2023-06-02,Cardiff,18.2,85.4,0.0,Sunny
2023-06-03,Cardiff,14.8,88.8,2.8,Sunny
2023-06-04,Cardiff,24.4,62.4,0.0,Partly Cloudy
2023-06-05,Cardiff,16.3,87.2,4.6,Sunny
2023-06-06,Cardiff,17.9,69.3,5.7,Heavy Rain
2023-06-07,Cardiff,10.0,83.0,2.8,Overcast
2023-06-08,Cardiff,13.2,77.0,0.0,Foggy
2023-06-09,Cardiff,13.9,78.7,1.0,Sunny
2023-06-10,Cardiff,12.3,60.2,2.8,Sunny
2023-06-11,Cardiff,12.5,76.6,8.0,Heavy Rain
2023-06-12,Cardiff,17.0,79.1,0.0,Sunny
2023-06-13,Cardiff,17.2,69.3,7.3,Snowy
2023-06-14,Cardiff,17.9,63.9,3.7,Overcast
2023-06-15,Cardiff,15.1,79.4,10.2,Rainy
2023-06-16,Cardiff,14.8,61.2,0.0,Sunny
2023-06-17,Cardiff,17.3,90.1,9.3,Heavy Rain
2023-06-18,Cardiff,12.2,61.6,0.0,Overcast
2023-06-19,Cardiff,15.6,78.3,0.0,Sunny
2023-06-20,Cardiff,22.2,66.1,0.0,Sunny
2023-06-21,Cardiff,11.6,85.6,2.0,Sunny
2023-06-22,Cardiff,22.1,81.0,0.0,Partly Cloudy
2023-06-23,Cardiff,12.8,79.2,1.9,Overcast
2023-06-24,Cardiff,14.9,69.6,3.3,Sunny
2023-06-25,Cardiff,13.4,73.4,4.3,Cloudy
2023-06-26,Cardiff,14.1,73.0,0.0,Sunny
2023-06-27,Cardiff,18.2,81.0,1.8,Foggy
2023-06-28,Cardiff,10.3,86.5,4.4,Cloudy
2023-06-29,Cardiff,11.7,66.3,8.1,Heavy Rain
2023-06-30,Cardiff,10.7,94.2,0.0,Cloudy
2023-07-01,Cardiff,11.4,94.4,5.9,Rainy
2023-07-02,Cardiff,12.8,66.4,6.3,Rainy
2023-07-03,Cardiff,15.9,93.2,0.0,Overcast
2023-07-04,Cardiff,9.3,82.1,0.0,Snowy
2023-07-05,Cardiff,14.8,66.1,0.0,Overcast
2023-07-06,Cardiff,10.1,81.5,7.2,Snowy
2023-07-07,Cardiff,15.0,83.8,5.6,Rainy
2023-07-08,Cardiff,13.3,71.8,1.3,Cloudy
2023-07-09,Cardiff,14.3,88.1,1.9,Overcast
2023-07-10,Cardiff,13.8,84.8,1.9,Foggy
2023-07-11,Cardiff,10.2,89.1,6.5,Heavy Rain
2023-07-12,Cardiff,14.2,76.4,0.0,Snowy
2023-07-13,Cardiff,13.8,91.8,2.2,Overcast
2023-07-14,Cardiff,13.1,92.3,6.0,Heavy Rain
2023-07-15,Cardiff,16.0,82.0,8.7,Snowy
2023-07-16,Cardiff,14.4,89.1,0.0,Overcast
2023-07-17,Cardiff,9.2,78.4,0.0,Overcast
2023-07-18,Cardiff,14.9,78.5,0.0,Sunny
2023-07-19,Cardiff,9.5,89.1,0.0,Sunny
2023-07-20,Cardiff,7.6,86.4,0.0,Snowy
2023-07-21,Cardiff,18.7,86.7,0.0,Sunny
2023-07-22,Cardiff,12.1,86.4,7.7,Rainy
2023-07-23,Cardiff,12.6,83.6,0.0,Overcast
2023-07-24,Cardiff,8.9,81.2,4.0,Rainy
2023-07-25,Cardiff,17.2,87.3,4.1,Sunny
2023-07-26,Cardiff,11.9,65.5,0.0,Rainy
2023-07-27,Cardiff,15.6,91.2,10.5,Snowy
2023-07-28,Cardiff,12.8,67.9,0.0,Foggy
2023-07-29,Cardiff,21.4,84.9,1.2,Foggy
2023-07-30,Cardiff,19.0,90.4,3.5,Foggy
2023-07-31,Cardiff,10.7,90.8,0.0,Foggy
2023-08-01,Cardiff,11.5,88.1,4.0,Foggy
2023-08-02,Cardiff,8.1,61.7,2.8,Cloudy
2023-08-03,Cardiff,6.6,65.5,0.7,Snowy
2023-08-04,Cardiff,10.2,70.5,0.0,Rainy
2023-08-05,Cardiff,9.3,69.6,0.0,Sunny
2023-08-06,Cardiff,10.9,68.5,0.0,Rainy
2023-08-07,Cardiff,9.9,79.5,6.4,Heavy Rain
2023-08-08,Cardiff,8.4,94.7,0.5,Overcast
2023-08-09,Cardiff,9.7,87.8,0.0,Overcast
2023-08-10,Cardiff,7.1,84.6,0.0,Cloudy
2023-08-11,Cardiff,12.2,88.4,0.0,Rainy
2023-08-12,Cardiff,16.6,75.5,0.0,Sunny
2023-08-13,Cardiff,11.5,93.3,0.0,Foggy
2023-08-14,Cardiff,11.9,81.4,0.2,Foggy
2023-08-15,Cardiff,5.0,80.3,0.0,Sunny
2023-08-16,Cardiff,8.2,68.5,2.0,Overcast
2023-08-17,Cardiff,13.0,92.0,9.6,Rainy
2023-08-18,Cardiff,3.9,92.1,0.9,Foggy
2023-08-19,Cardiff,8.2,64.1,1.4,Sunny
2023-08-20,Cardiff,10.2,64.6,5.6,Rainy
2023-08-21,Cardiff,14.8,70.9,0.0,Rainy
2023-08-22,Cardiff,6.5,90.3,3.3,Cloudy
2023-08-23,Cardiff,14.2,77.2,7.3,Snowy
2023-08-24,Cardiff,9.3,67.6,1.4,Snowy
2023-08-25,Cardiff,9.8,78.5,12.0,Heavy Rain
2023-08-26,Cardiff,14.5,84.1,5.7,Rainy
2023-08-27,Cardiff,16.4,90.2,0.0,Overcast
2023-08-28,Cardiff,9.3,94.9,0.0,Foggy
2023-08-29,Cardiff,12.6,61.9,4.6,Snowy
2023-08-30,Cardiff,13.3,64.5,10.9,Snowy
2023-08-31,Cardiff,9.1,64.1,0.0,Cloudy
2023-09-01,Cardiff,8.4,78.5,0.0,Snowy
2023-09-02,Cardiff,4.3,63.7,0.0,Overcast
2023-09-03,Cardiff,-0.2,63.7,0.0,Overcast
2023-09-04,Cardiff,8.0,70.9,6.3,Snowy
2023-09-05,Cardiff,11.2,72.9,3.4,Sunny
2023-09-06,Cardiff,9.3,91.9,0.0,Cloudy
2023-09-07,Cardiff,4.0,68.7,0.0,Overcast
2023-09-08,Cardiff,-2.9,67.3,0.0,Cloudy
2023-09-09,Cardiff,4.1,90.1,0.0,Foggy
2023-09-10,Cardiff,3.6,61.0,0.0,Overcast
2023-09-11,Cardiff,5.2,60.2,0.0,Foggy
2023-09-12,Cardiff,5.2,91.0,5.8,Snowy
2023-09-13,Cardiff,7.6,80.3,4.2,Snowy
2023-09-14,Cardiff,6.8,77.0,0.0,Overcast
2023-09-15,Cardiff,6.0,76.6,4.6,Sunny
2023-09-16,Cardiff,12.9,64.2,2.4,Rainy
2023-09-17,Cardiff,1.3,60.4,0.0,Cloudy
2023-09-18,Cardiff,6.3,77.6,0.8,Rainy
2023-09-19,Cardiff,5.4,74.6,0.0,Rainy
2023-09-20,Cardiff,1.5,84.2,0.0,Cloudy
2023-09-21,Cardiff,4.9,90.8,0.0,Foggy
2023-09-22,Cardiff,4.1,82.4,7.5,Rainy
2023-09-23,Cardiff,4.5,73.2,0.0,Cloudy
2023-09-24,Cardiff,5.6,61.8,0.0,Rainy
2023-09-25,Cardiff,6.9,66.5,0.0,Rainy
2023-09-26,Cardiff,9.5,82.7,0.0,Overcast
2023-09-27,Cardiff,4.7,67.2,3.4,Snowy
2023-09-28,Cardiff,3.8,66.1,3.1,Overcast
2023-09-29,Cardiff,7.1,76.7,0.0,Rainy
2023-09-30,Cardiff,5.0,60.7,0.0,Cloudy
2023-10-01,Cardiff,2.3,73.0,0.0,Foggy
2023-10-02,Cardiff,5.0,69.6,0.0,Rainy
2023-10-03,Cardiff,5.9,88.3,4.6,Foggy
2023-10-04,Cardiff,-1.0,84.6,1.4,Snowy
2023-10-05,Cardiff,-5.1,61.2,0.0,Snowy
2023-10-06,Cardiff,1.3,74.0,4.2,Overcast
2023-10-07,Cardiff,-2.2,62.0,1.0,Snowy
2023-10-08,Cardiff,-0.1,79.5,3.1,Sunny
2023-10-09,Cardiff,2.2,62.1,0.3,Sunny
2023-10-10,Cardiff,-5.5,64.8,0.0,Overcast
2023-10-11,Cardiff,1.7,69.4,3.8,Rainy
2023-10-12,Cardiff,-2.6,74.4,0.0,Sunny
2023-10-13,Cardiff,-0.2,71.5,4.7,Rainy
2023-10-14,Cardiff,-0.9,94.3,2.8,Foggy
2023-10-15,Cardiff,0.4,62.7,0.0,Rainy
2023-10-16,Cardiff,-5.3,81.4,3.9,Foggy
2023-10-17,Cardiff,-0.8,72.5,4.9,Rainy
2023-10-18,Cardiff,-1.2,72.2,0.4,Snowy
2023-10-19,Cardiff,0.4,61.4,3.6,Overcast
2023-10-20,Cardiff,-3.0,65.0,8.5,Snowy
2023-10-21,Cardiff,-1.4,77.4,3.3,Cloudy
2023-10-22,Cardiff,-0.5,76.4,4.5,Foggy
2023-10-23,Cardiff,-2.0,69.9,12.4,Heavy Rain
2023-10-24,Cardiff,-1.3,76.6,6.9,Rainy
2023-10-25,Cardiff,1.2,85.1,11.6,Snowy
2023-10-26,Cardiff,3.0,92.5,0.0,Cloudy
2023-10-27,Cardiff,4.7,71.1,2.6,Snowy
2023-10-28,Cardiff,0.3,63.8,0.9,Cloudy
2023-10-29,Cardiff,-0.5,88.6,0.0,Overcast
2023-10-30,Cardiff,-0.4,85.1,2.6,Cloudy
2023-10-31,Cardiff,0.2,92.1,0.0,Overcast
2023-11-01,Cardiff,-8.1,87.6,3.2,Foggy
2023-11-02,Cardiff,-0.1,87.5,0.0,Sunny
2023-11-03,Cardiff,-5.3,64.4,0.0,Sunny
2023-11-04,Cardiff,-4.0,73.6,11.5,Snowy
2023-11-05,Cardiff,-6.3,85.1,6.1,Snowy
2023-11-06,Cardiff,-6.2,80.0,0.0,Foggy
2023-11-07,Cardiff,1.8,75.6,0.0,Overcast
